Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,Bank_y,Stock Class,Number of Shares,Percentage of Ownership,RSSD_ID_y
Director,Rasikbhai Patel,Director,"GWD Hospitality Group,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,Director,"Umiya Hotel Group,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,Director,"M. T. R. Hotels,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,Director,"Easley Hospitality Group,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,Director,"MAR Hotels,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,Director,"Millennium Hotel Group,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,Director,"Ress Investments,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,Director,"Lynchburg Hotel Group,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,Director,"Seema Financials & Mgmt,Inc.",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,Director,"Harris Land,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,Director,"ATL Hotel Group,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,Director,"IshaanMaya,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"Elite Hotel Management Group,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"Elite MM of GA,LLC",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"P & S Hotels,LLC dba Hampton Inn",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"DRAP Adel,LLC dba Hampton Inn",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"DRAP Douglas,LLC dba Hampton Inn",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"DRAP Lodging,LLC dba Hampton Inn",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"DRAP Airport LLC,dba Hyatt Place",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"PARK Hotels,LLC dba Holiday Inn Express",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"DRAP Florida,LLC dba Holiday Inn Express",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"Elite Hotel Management,LLC dba Fairfield Inn & Suites",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"PAR 2 Hotel Group,LLC dba Fairfield Inn",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,Shivany Enterprises Inc,2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"Premier Hotel Group,LLC dba Comfort Suites",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"DRAP Gwinnett,LLC dba Holiday Inn",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"HARP Lodging,LLC dba Comfort Inn & Suites",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"PJ Investments,Inc.",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"DRAP Sugarloaf,LLC dba Hilton Garden Inn",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Piyush K. Patel,Director,"KAP Helen,LLC dba Fairfield Inn & Suites",2020,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director & Vice-Chairman,Michael Gilstrap,,,2022,Retired,"American Bancorp,Inc.",,10000,0.5%,
Director & Vice-Chairman,Michael Gilstrap,,,2022,Retired,"American Bancorp,Inc.",,4126,,
Director,Ajitkumar Patel,,Premier Hotel Group,2022,Hotel Owner,"American Bancorp,Inc.",,51666,2.4%,
Director,Ajitkumar Patel,,Premier Hotel Group,2022,Hotel Owner,"American Bancorp,Inc.",,20629,,
Director,Ajitkumar Patel,,"Elite Hotel Management,LLC",2022,Hotel Owner,"American Bancorp,Inc.",,51666,2.4%,
Director,Ajitkumar Patel,,"Elite Hotel Management,LLC",2022,Hotel Owner,"American Bancorp,Inc.",,20629,,
Director,Ajitkumar Patel,,FOCUS HOSPITALITY LLC,2022,Hotel Owner,"American Bancorp,Inc.",,51666,2.4%,
Director,Ajitkumar Patel,,FOCUS HOSPITALITY LLC,2022,Hotel Owner,"American Bancorp,Inc.",,20629,,
Director,Dipesh Patel,,,2022,Doctor,"American Bancorp,Inc.",,41000,2.0%,
Director,Dipesh Patel,,,2022,Doctor,"American Bancorp,Inc.",,19629,,
Director,Maneklal Patel,,,2022,Hotel Owner,"American Bancorp,Inc.",,52500,2.4%,
Director,Maneklal Patel,,,2022,Hotel Owner,"American Bancorp,Inc.",,20629,,
Director,Rasikbhai Patel,,,2022,Hotel Owner,"American Bancorp,Inc.",,54167,2.5%,
Director,Rasikbhai Patel,,,2022,Hotel Owner,"American Bancorp,Inc.",,20629,,
Director,John F. Hall,,,2022,"Bank director,CEO","American Bancorp,Inc.",,0,3.5%,
Director,John F. Hall,,,2022,"Bank director,CEO","American Bancorp,Inc.",,104320,,
Bank CFO,Rebecca P. Bell,,,2022,Bank CFO,"American Bancorp,Inc.",,0,0.8%,
Bank CFO,Rebecca P. Bell,,,2022,Bank CFO,"American Bancorp,Inc.",,25000,,
Bank COO,Andy Flowers,,,2022,Bank COO,"American Bancorp,Inc.",,0,1.3%,
Bank COO,Andy Flowers,,,2022,Bank COO,"American Bancorp,Inc.",,40000,,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Abita River,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Abita River,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Cypress Group,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Cypress Group,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Dalrymple Development,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Dalrymple Development,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"East Point Invest,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"East Point Invest,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,They Got Me Working LLC,2015,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,They Got Me Working LLC,2015,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Manchac Equities,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Manchac Equities,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"ETR,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"ETR,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,Jefferson Apts,2015,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,Jefferson Apts,2015,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Riecke Mississippi Holdings,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Riecke Mississippi Holdings,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Tammany Mall,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Tammany Mall,LLC",2015,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,
,Riecke and Associates,,,2015,Construction and Development,"American Bancshares,Inc.",,223877,9.72%,
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Castine Pointe,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Castine Pointe,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Abita River,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Abita River,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Cypress Group,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Cypress Group,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Dalrymple Development,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Dalrymple Development,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"East Point Invest,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"East Point Invest,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,They Got Me Working LLC,2016,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,They Got Me Working LLC,2016,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Manchac Equities,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Manchac Equities,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"ETR,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"ETR,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,Jefferson Apts,2016,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,Jefferson Apts,2016,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Riecke Mississippi Holdings,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Riecke Mississippi Holdings,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Tammany Mall,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,60544,2.63%,1104615
Chairman of the Bd,Edward T. Riecke,Owner or Partial Owner,"Tammany Mall,LLC",2016,"Banker,Developer","American Bancshares,Inc.",,157008,6.82%,1104615
,Riecke and Associates,,,2016,Construction and Development,"American Bancshares,Inc.",,223877,9.72%,1104615
,Riecke and Associates,Construction and Development,,2018,Construction and Development,"American Bancshares,Inc.",,223877,7.9399%,
,Riecke and Associates,,,2021,Construction and,"American Bancshares,Inc.",,338925,11.1859%,
,Riecke and Associates,,,2022,Construction and Development,"American Bancshares-Red River,Inc.",,338925,11.1859%,
Director,Johnny F. Coleman,Director,Mid-State Construction Co.,2015,Construction & Oil Co. Owner,American Bancshares Corp.,,45.32,17.44%,2226475
Director,Johnny F. Coleman,Director,JFC Properties,2015,Construction & Oil Co. Owner,American Bancshares Corp.,,45.32,17.44%,2226475
Director,Johnny F. Coleman,Director,"Mid State Drilling Co.,LLC",2015,Construction & Oil Co. Owner,American Bancshares Corp.,,45.32,17.44%,2226475
Director,Johnny F. Coleman,Director,C&M Development,2015,Construction & Oil Co. Owner,American Bancshares Corp.,,45.32,17.44%,2226475
Secretary & Director,J. Steve Daniels,Secretary & Director,"Daniels & Meadows,Attorney at Law",2015,Attorney,American Bancshares Corp.,,42.00,16.16%,2226475
Director,Kenneth Copeland,Director,,2015,Farmer,American Bancshares Corp.,,22.06,8.49%,2226475
Director,Johnny F. Coleman,Director,Mid-State Construction Co.,2017,Construction & Oil Co. Owner,AMERICAN BANCSHARES CORP.,,44.32,16.92%,
Director,Johnny F. Coleman,Member/Manager,JFC Properties,2017,Construction & Oil Co. Owner,AMERICAN BANCSHARES CORP.,,44.32,16.92%,
Director,Johnny F. Coleman,Member,"Mid State Drilling Co.,LLC",2017,Construction & Oil Co. Owner,AMERICAN BANCSHARES CORP.,,44.32,16.92%,
Director,Johnny F. Coleman,Member/Manger,C&M Development,2017,Construction & Oil Co. Owner,AMERICAN BANCSHARES CORP.,,44.32,16.92%,
Secretary & Director,J. Steve Daniels,Attorney at Law,Daniels & Meadows,2017,Attorney,AMERICAN BANCSHARES CORP.,,42.00,16.03%,
Director,Kenneth Copeland,,,2017,Farmer,AMERICAN BANCSHARES CORP.,,22.06,8.42%,
Director,Johnny F. Coleman,Director,Mid-State Construction Co.,2018,Construction & Oil Co. Owner,American Bancshares Corp.,,44.32,16.73%,2226475
Director,Johnny F. Coleman,Director,JFC Properties,2018,Construction & Oil Co. Owner,American Bancshares Corp.,,44.32,16.73%,2226475
Director,Johnny F. Coleman,Director,"Mid State Drilling Co.,LLC",2018,Construction & Oil Co. Owner,American Bancshares Corp.,,44.32,16.73%,2226475
Director,Johnny F. Coleman,Director,C&M Development,2018,Construction & Oil Co. Owner,American Bancshares Corp.,,44.32,16.73%,2226475
Secretary & Director,J. Steve Daniels,Secretary & Director,Daniels & Meadows,2018,Attorney,American Bancshares Corp.,,42.00,15.85%,2226475
Director,Kenneth Copeland,,,2018,Farmer,American Bancshares Corp.,,22.06,8.33%,2226475
Director,Johnny F. Coleman,Director,Mid-State Construction Co.,2019,Construction & Oil Co. Owner,AMERICAN BANCSHARES CORP.,,47.32,17.73%,
Director,Johnny F. Coleman,Director,JFC Properties,2019,Construction & Oil Co. Owner,AMERICAN BANCSHARES CORP.,,47.32,17.73%,
Director,Johnny F. Coleman,Director,"Mid State Drilling Co.,LLC",2019,Construction & Oil Co. Owner,AMERICAN BANCSHARES CORP.,,47.32,17.73%,
Director,Johnny F. Coleman,Director,C&M Development,2019,Construction & Oil Co. Owner,AMERICAN BANCSHARES CORP.,,47.32,17.73%,
Secretary & Director,J. Steve Daniels,Secretary & Director,"Daniels & Meadows,Attorney at Law",2019,Attorney,AMERICAN BANCSHARES CORP.,,43.00,16.11%,
Director,Kenneth Copeland,Director,,2019,Farmer,AMERICAN BANCSHARES CORP.,,24.06,9.01%,
Director,William Smead,President,Greeneville Aviation,2014,Physician,"American Patriot Financial Group,Inc.",common stock,135166,5.66%,
Director,William Smead,President,Greeneville Aviation,2015,Physician,"American Patriot Financial Group,Inc.",common stock,135166,5.66%,
Director and President,Virginia L. Martin,,,2022,,"ANB Holdings,Inc",,,,
Director,John S. Martin,,,2022,,"ANB Holdings,Inc",,,,
Principal shareholder,Leslie Hull,,Greeneville Office Building,2015,Attorney,Andrew Johnson Bancshares,,64109,16.92%,1083185
Principal shareholder,Brandon Hull,,Greeneville Federal Bank,2015,Banking,Andrew Johnson Bancshares,,98247,25.93%,1083185
Principal shareholder,Leslie Hull,Owner,Greeneville Office Building,2016,Attorney,Andrew Johnson Bankshares,,64109,16.92%,1083185
Principal shareholder,Brandon Hull,President,Greeneville Federal Bank,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,"Caroline Grace,LLC",2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,"Leonard & Hull,LLC",2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,Hull & Shaw,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,"Greeneville Rental Station,LLC",2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,"AAA Used Cars,LLC",2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,RTCH Partnership,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,FDA Developments,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,HMS Partnership,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,HHJ Partnership,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,THW Properties,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,ACTH Properties,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,Partner,Greeneville Office Building,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Leslie Hull,,Greeneville Office Building,2016,Attorney,Andrew Johnson Bankshares,,64109,16.92%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,"Caroline Grace,LLC",2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,"Leonard & Hull,LLC",2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,Hull & Shaw,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,"Greeneville Rental Station,LLC",2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,"AAA Used Cars,LLC",2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,RTCH Partnership,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,FDA Developments,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,HMS Partnership,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,HHJ Partnership,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,THW Properties,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,ACTH Properties,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,President-Greeneville Federal Bank,Greeneville Office Building,2016,Banking,Andrew Johnson Bankshares,,98247,25.93%,1083185
