Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
"USAmeriBancorp,Inc.",,Helen H. Morrison,Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,Lois L. Morrison,Investor,Harold M. and Adeline S. Morrison Family Foundation,2015,Investor,
"USAmeriBancorp,Inc.",,"Lois L. Morrison custodian,Josephine Helen Daab",Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,"Lois L. Morrison custodian,Adeline Mary Daab",Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,Justin W. Daab,Investor,Magnani & Associates,2015,Investor,
"USAmeriBancorp,Inc.",,Margot M. Brinley,Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,Charles E. Brinley,Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,"Margot M. Brinley,custodian for William Harrison Brinley",Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,"Margot M. Brinley,custodian","Reily Langdon Brinley,Investor",,2015,Investor,
"USAmeriBancorp,Inc.",,"Margot M. Brinley,custodian","Catherine Wells Brinley Trust,Investor",,2015,Investor,
"USAmeriBancorp,Inc.",,Amy M. Heinrich,Investor,First Presbyterian Church,2015,Investor,
"USAmeriBancorp,Inc.",,Robert K. Heinrich,Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,"Amy M. Heinrich custodian,Maxwell Irwin Heinrich",Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,"Amy M. Heinrich custodian,Ian Marshall Heinrich",Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,"Robert K. Heinrich custodian,Emma A. Heinrich",Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,"Foursquare Investments,LLC",Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,Harold M. and Adeline S. Morrison Family Foundation,Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,"Thomas B. Hunter,III",Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,"Exempt Descendants Trust c/u the Thomas B. Hunter,III 2004 Multigenerational Trust",Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,"Thomas B. Hunter,IV",Investor,Laramar Group LLC,2015,Investor,
"USAmeriBancorp,Inc.",,Tscharner de Graffenried Hunter,Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,Thomas Ruffin Hunter,Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,Willard M.Hunter,Investor,Lagunitas Brewing Company,2015,Investor,
"USAmeriBancorp,Inc.",,Benjamin J Hunter,Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,Peter M Hunter,Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,"Willard M Hunter,Custodian for Willard K Hunter",Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,Hunter Family Foundation,Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,Carol Bauer,Investor,,2015,Investor,
"USAmeriBancorp,Inc.",,Financial Investments Corporation,Investor,,2015,Investor,
USCB Financial Holdings Inc,Chairman & Director,Aida Levitan,Director,U.S. Century Bank,2021,,
USCB Financial Holdings Inc,Chairman & Director,Aida Levitan,,The Levitan Group,2021,,
USCB Financial Holdings Inc,Director,Kirk Wycoff,Managing Partner,"Patriot Financial Partners,LP",2021,,
USCB Financial Holdings Inc,Director,Kirk Wycoff,,See list - Exhibit A,2021,,
USCB Financial Holdings Inc,Director,Howard Feinglass,Managing Partner,Priam Capital,2021,,
USCB Financial Holdings Inc,Director,Howard Feinglass,,Priam Capital Fund I,2021,,
USCB Financial Holdings Inc,Director,Ramon Abadin,Partner,"Ramon A Abadin,P.A.",2021,Partner,
USCB Financial Holdings Inc,Director,Ramon Abadin,,"Abadin Cook Properties,LLC",2021,Partner,
USCB Financial Holdings Inc,Director,Bernardo Fernandez,Chief Executive Officer,Baptist Health Medical Group,2021,Chief Executive Officer,
USCB Financial Holdings Inc,"President,Chief Executive Officer and Director",Luis de la Aguilera,,,2021,,
USCB Financial Holdings Inc,Chief Financial Officer and Treasurer,Robert Anderson,,,2021,,
USCB Financial Holdings Inc,Chief Credit Officer,Benigno Pazos,,,2021,,
USCB Financial Holdings Inc,Chief Lending Officer,Nicholas Bustle,,"Hips I,LLC",2021,,
USCB Financial Holdings Inc,Chief Lending Officer,Nicholas Bustle,,"Hips II,LLC",2021,,
USCB Financial Holdings Inc,Chief Lending Officer,Nicholas Bustle,,Big Investment Group Inc,2021,,
USCB Financial Holdings Inc,Director of Sales & Marketing,Martha Guerra-Kattou,,Decroly Learning Center,2021,,
USCB Financial Holdings Inc,Director of Operations & Information Technology,Andres Collazo,,,2021,,
USCB Financial Holdings Inc,Head of Global Banking Division,Oscar Gomez,,,2021,,
USCB Financial Holdings Inc,"Chairman,President","Chief Executive Officer,Luis de la Aguilera","Chairman,President","and Chief Executive Officer,U.S. Century Bank",2023,,
USCB Financial Holdings Inc,Director,Kirk Wycoff,Managing Partner,"Patriot Financial Partners,LP",2023,Managing Partner,
USCB Financial Holdings Inc,Director,Kirk Wycoff,,"GW Realty,Inc.",2023,Managing Partner,
USCB Financial Holdings Inc,Director,Howard Feinglass,Managing Partner,Priam Capital,2023,Managing Partner,
USCB Financial Holdings Inc,Director,Aida Levitan,President,"The Levitan Group,Inc",2023,"The Levitan Group,Inc",
USCB Financial Holdings Inc,Director,Ramon Abadin,Partner,"Ramon A Abadin,P.A.",2023,Partner,
USCB Financial Holdings Inc,Director,Ramon Abadin,,"Abadin Cook Properties,LLC",2023,Partner,
USCB Financial Holdings Inc,Director,Bernardo Fernandez,Corporate Physician Executive,Broward Health,2023,Corporate Physician Executive,
USCB Financial Holdings Inc,Director,Ramon Rodriguez,Chairman,"Withmy Doc,Inc",2023,Chairman,
USCB Financial Holdings Inc,Director,Ramon Rodriguez,,Crombet LLLP,2023,Chairman,
USCB Financial Holdings Inc,Director,Robert Kafafian,Chairman,"The Kafafian Group,Inc",2023,Chairman Chief Executive Officer,
USCB Financial Holdings Inc,Director,Maria Alonso,Chief Executive Officer,Northeastern University,2023,Chief Executive Officer,
USCB Financial Holdings Inc,Chief Financial Officer,Robert Anderson,,,2023,,
USCB Financial Holdings Inc,Chief Credit Officer,William Turner,,,2023,,
USCB Financial Holdings Inc,Chief Lending Officer,Nicholas Bustle,,"Hips I,LLC",2023,,
USCB Financial Holdings Inc,Chief Lending Officer,Nicholas Bustle,,"Hips II,LLC",2023,,
USCB Financial Holdings Inc,Chief Lending Officer,Nicholas Bustle,,Big Investment Group Inc,2023,,
USCB Financial Holdings Inc,Director of Sales & Marketing,Martha Guerra-Kattou,,Decroly Learning Center,2023,,
USCB Financial Holdings Inc,Director of Operations & Information Technology,Andres Collazo,,,2023,,
USCB Financial Holdings Inc,Head of Global Banking Division,Oscar Gomez,,,2023,,
USCB Financial Holdings Inc,Chief Risk Officer,Maricarmen Logrono,,,2023,,
"USAmeriBancorp,Inc.",Director,George P. Bauer,Director,GPB Group LTD,2016,Investor,
"USAmeriBancorp,Inc.",Director,George P. Bauer,,Marco Island GP LLC,2016,Investor,
"USAmeriBancorp,Inc.",Director,George P. Bauer,,Wilton Land Co.,2016,Investor,
"USAmeriBancorp,Inc.",Director,George P. Bauer,,Triad Real Estate,2016,Investor,
"USAmeriBancorp,Inc.",Director,George P. Bauer,,"Coastal Concrete Prod,LLC",2016,Investor,
"USAmeriBancorp,Inc.",Director,George P. Bauer,,Cape Associates,2016,Investor,
"USAmeriBancorp,Inc.",Director,George P. Bauer,,Bauair,2016,Investor,
"USAmeriBancorp,Inc.",Director,George P. Bauer,,The Carol Jean,2016,Investor,
"USAmeriBancorp,Inc.",Director,George P. Bauer,,Ford Bld. Corp.,2016,Investor,
"USAmeriBancorp,Inc.",Director,John P. Connelly,CEO,Hub International,2016,Insurance,
"USAmeriBancorp,Inc.",President & CEO,Joseph V. Chillura,,,2016,President,
"USAmeriBancorp,Inc.",Director,Mark S. Klein,President,Klein & Heuchan Realtors,2016,Realtor,
"USAmeriBancorp,Inc.",Director,"Thomas B. McMurtrey,III",,Dynamic Solutions Group,2016,Managing Director,
"USAmeriBancorp,Inc.",Director,Harrison I. Steans,Director,Financial Investments Corporation,2016,Investor,
"USAmeriBancorp,Inc.",Director & Chairman,Jennifer W. Steans,President,Financial Investments Corporation,2016,Investor,
"USAmeriBancorp,Inc.",,James P. Kastenholz,Owner,"Kastenholz Construction,LLC",2016,Investor,
"USAmeriBancorp,Inc.",,Heather A. Steans,State Senator,State of Illinois,2016,Investor,
"USAmeriBancorp,Inc.",,Leo Smith,,"Kastenholz Construction,LLC",2016,Investor,
"USAmeriBancorp,Inc.",,Robin M. Steans,,Financial Investments Corp,2016,Investor,
"USAmeriBancorp,Inc.",,Leonard A. Gail,Attorney,Massey & Gail LLP,2016,Investor,
"USAmeriBancorp,Inc.",,Jessica W. Steans-Gail,Tutor,Compass Education Group,2016,Investor,
"USAmeriBancorp,Inc.",Executive Director,Helen H. Morrison,Principal,Ernst & Young,2016,Investor,
"USAmeriBancorp,Inc.",,Lois L. Morrison,Executive Director,Harold M. and Adeline S. Morrison Family Foundation,2016,Investor,
"USAmeriBancorp,Inc.",,Justin W. Daab,President,Magnani & Associates,2016,Investor,
"Union Bancshares,Inc.",President Director,Thomas Reed Alexander,CEO & Director,Union State Bank,2014,Banker,467733
"Union Bancshares,Inc.",President Director,Thomas Reed Alexander,CEO & Director,Union State Insurance,2014,Banker,467733
"Union Bancshares,Inc.",Treasurer Director,Rex V. Alexander,President & Director,Union State Bank,2014,Banker,467733
"Union Bancshares,Inc.",Treasurer Director,Rex V. Alexander,President & Director,Union State Insurance,2014,Banker,467733
"Union Bancshares,Inc.",Director,Patrick S. Burnham,Member Owner,"Patrick S. (Rick) Burnham Attorney at Law,LCC.",2014,Attorney,
"Union Bancshares,Inc.",Secretary,Allison Kilgore,Vice President,Union State Bank,2014,Banker,467733
"UNITED TENNESSEE BANKSHARES,INC.",DIRECTOR CHAIRMAN,J. WILLIAM MYERS,DIRECTOR CHAIRMAN,"J. WILLIAM MYERS,ATTORNEY",2014,ATTORNEY,3842108
"UNITED TENNESSEE BANKSHARES,INC.",DIRECTOR,TOMMY C BIBLE,,JEFFERSON COCKE GAS UTILITY,2014,GENERAL MANAGER,3842108
"UNITED TENNESSEE BANKSHARES,INC.",DIRECTOR,BEN HOOPER III,ATTORNEY,CAMPBELL & HOOPER,2014,ATTORNEY,3842108
"UNITED TENNESSEE BANKSHARES,INC.",DIRECTOR,TOM INMAN,MANAGER,FARM BUREAU - NEWPORT,2014,MANAGER,3842108
"UNITED TENNESSEE BANKSHARES,INC.",DIRECTOR,ROBERT OVERHOLT,,,2014,,3842108
"UNITED TENNESSEE BANKSHARES,INC.",DIRECTOR,RICHARD HARWOOD,,,2014,,3842108
"UNITED TENNESSEE BANKSHARES,INC.",DIRECTOR OWNER,MITCHELL WEBB,OWNER,WILTON SPRINGS HARDWARE,2014,,3842108
"UNITED TENNESSEE BANKSHARES,INC.",DIRECTOR EMERITUS,WILLIAM HENRY,,,2014,,3842108
"UNITED TENNESSEE BANKSHARES,INC.",DIRECTOR EMERITUS,ROBERT SELF,,,2014,,3842108
"UNITED TENNESSEE BANKSHARES,INC.",DIRECTOR PRESIDENT/CEO,CHRIS TRIPLETT,,,2014,,3842108
"UNITED TENNESSEE BANKSHARES,INC.",VICE PRESIDENT,LONNIE JONES,,,2014,,3842108
"UNITED TENNESSEE BANKSHARES,INC.",VICE PRESIDENT,PEGGY HOLSON,,,2014,,3842108
"GulfShore Bancshares,Inc.",Director,Mario Garcia Jr.,Medical device company Director,"Electrostim Medical Services,Inc.",2014,"CEO,Electrostim Medical Services","Inc.,n/a"
"GulfShore Bancshares,Inc.",,Mario Garcia Jr.,Managing Member,"Validus Holdings,LLLP",2014,"CEO,Electrostim Medical Services","Inc.,n/a"
"GulfShore Bancshares,Inc.",,Mario Garcia Jr.,CEO,"Electrostim Medical Services,Inc.",2014,"CEO,Electrostim Medical Services","Inc.,n/a"
"GulfShore Bancshares,Inc.",,Mario Garcia Jr.,Managing Member,Validus Group LLC,2014,"CEO,Electrostim Medical Services","Inc.,n/a"
"GulfShore Bancshares,Inc.",,Mario Garcia Jr.,Management Committee Member,"Carter Validus REIT Investment Management Company,LLC",2014,"CEO,Electrostim Medical Services","Inc.,n/a"
"GulfShore Bancshares,Inc.",,Mario Garcia Jr.,Management Committee Member,"Carter Validus REIT Investment Management Company II,LLC",2014,"CEO,Electrostim Medical Services","Inc.,n/a"
"GulfShore Bancshares,Inc.",,Mario Garcia Jr.,Investment Committee Member,"Carter Validus Advisor I & II,LLC",2014,"CEO,Electrostim Medical Services","Inc.,n/a"
"GulfShore Bancshares,Inc.",,Mario Garcia Jr.,Director,"Museum of Science & Industry,Tampa FL",2014,"CEO,Electrostim Medical Services","Inc.,n/a"
"GulfShore Bancshares,Inc.",,Jon C. Bruss,Bank investor and Director advisor,"Fortress Partners Capital Management,Ltd.",2014,Investor,
"GulfShore Bancshares,Inc.",,Jon C. Bruss,Director,GulfShore Bank,2014,Investor,
"GulfShore Bancshares,Inc.",,Jon C. Bruss,Bank investor and Director advisor,"Foundation Financial Partners,LLC",2014,Investor,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,"Carter & Associates,LLC",2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,"Newport Realty,Inc.",2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,"Newport Realty Investments,LLC",2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,"Carter & Associates Advisory Services,LLC",2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,"Carter Validus Advisory Services II,LLC",2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,"Carter Validus REIT Investment Company,LLC",2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,"Carter Validus REIT Management Company II,LLC",2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,Carter Validus Mission Critical REIT,2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,Carter Validus Mission Critical REIT II,2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,Carter Validus Advisors. LLC,2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,"Carter Validus Advisors II,LLC",2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,"Carter Validus RE Management Services,LLC",2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,John E. Carter,Real Estate Investor Director / Manager,Carter Validus Broker Dealer Investment Management,2014,Director / Manager,
"GulfShore Bancshares,Inc.",Director,Vincent J. Cassidy,Title Company Director,"Majesty Title Services,LLC",2014,Title Company,
"GulfShore Bancshares,Inc.",Director,Vincent J. Cassidy,Title Company Director,"Majesty Properties,LLC",2014,Title Company,
"GulfShore Bancshares,Inc.",Director,Vincent J. Cassidy,Title Company Director,"VMEK,LLC",2014,Title Company,
"GulfShore Bancshares,Inc.",Director,Vincent J. Cassidy,Title Company Director,Florida Investors Capital,2014,Title Company,
"GulfShore Bancshares,Inc.",Director,George A. Guida,,,2014,Retired,
"GulfShore Bancshares,Inc.",Director,Mark E. Levey,Investor,,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Redstone Investments,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Simco Management Corp,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Jonlee Lebanon LC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Jonlee Toledo LTD,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,"Redstone Construction,Inc.",2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,BLS Bennington L.C.,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,BLS Commerce LTD,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,BLS Limited Partnership,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,CFS Limited Partnership,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,CFS Realty Inc,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Jonlee Tampa LTD,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Liberty Funding Corp,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Jonlee Lewiston LLC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Route 46 Land Partners LTD,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,JLB Ft Myers LLC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,JLB Windham LLC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,BLS Realty Corp,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Blue Properties Inc,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Greenville Realty Corp,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,GWO Limited Partnership,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,JKL Barre LLC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,JKL Belmont LTD,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Joniee Buckhannon LC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Jonlee Investors LTD,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,JLB Suncoast LLC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,JLB Pasco LLC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,JLB Gunn LLC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,JLB Southeast LLC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Jokadoza Limited Partnership,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,"Redstone Funding,LLC",2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Bentgrass Capital LLC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,JLB GulfBreeze LLC,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,"JLB Mint Hill,LLC",2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,"JLB North,LLC",2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,"JLB Sunshine,LLC",2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,"BLS Salisbury,LLC",2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,"Redstone Asset Management Services,LLC",2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,"Redstone Commercial,LLC",2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,"JLB Pizza,LLC",2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Hillsborough Lacross Alliance,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Investor,Huntington Bancshares Inc.,2014,Investor,
"GulfShore Bancshares,Inc.",Director,Kenneth M. Pierce,Investor,,2014,Investor,
"GulfShore Bancshares,Inc.",Director,"Luciano L. Prida,Jr.",CPA,,2014,CPA,
"GulfShore Bancshares,Inc.",Chairman,Armando O. Roche,Surety Company Chairman,"Roche Family Holdings,Inc.",2014,Surety Company,
"GulfShore Bancshares,Inc.",President & CEO,"R. Bob Smith,III",Director,"LB2J,LLC",2014,CEO,
"GulfShore Bancshares,Inc.",,Joseph L. Caballero,Director,Psychological Assessment Resources,2014,President,
"GulfShore Bancshares,Inc.",,Richard A. Mocsari,SVP & CFO of GulfShore Bank,Corbett Preparatory School of IDS,2014,Chief Financial Officer,
"GulfShore Bancshares,Inc.",Chief Operating Officer,Edmund O'Carroll,"Director,Meals on Wheels","Tampa,n/a",2014,,
"GulfShore Bancshares,Inc.",Chief Credit Officer,Andrew Peterson,,,2014,,
"GulfShore Bancshares,Inc.","Managing Member,General Partner of Validus Holdings","LLLP,Mario Garcia","Jr.,CEO","Chiarman & Founder,Electrostim Medical Services","Inc.,2015","Medical device company,Director",
"GulfShore Bancshares,Inc.","Managing Member,General Partner of Validus Holdings","LLLP,Mario Garcia","Jr.,n/a",Validus Group LLC,2015,"Medical device company,Director",
"GulfShore Bancshares,Inc.","Managing Member,General Partner of Validus Holdings","LLLP,Mario Garcia","Jr.,n/a","Carter Validus REIT Investment Management Company,LLC",2015,"Medical device company,Director",
