Internal Title,Person,Fiscal Year,Bank_y,Stock Class,Number of Shares,Percentage of Ownership,RSSD_ID_y
Director,Kenneth Copeland,2015,American Bancshares Corp.,,22.06,8.49%,2226475
Director,Johnny F. Coleman,2017,AMERICAN BANCSHARES CORP.,,44.32,16.92%,
Director,Johnny F. Coleman,2017,AMERICAN BANCSHARES CORP.,,44.32,16.92%,
Director,Johnny F. Coleman,2017,AMERICAN BANCSHARES CORP.,,44.32,16.92%,
Director,Johnny F. Coleman,2017,AMERICAN BANCSHARES CORP.,,44.32,16.92%,
Secretary & Director,J. Steve Daniels,2017,AMERICAN BANCSHARES CORP.,,42.00,16.03%,
Director,Kenneth Copeland,2017,AMERICAN BANCSHARES CORP.,,22.06,8.42%,
Director,Johnny F. Coleman,2018,American Bancshares Corp.,,44.32,16.73%,2226475
Director,Johnny F. Coleman,2018,American Bancshares Corp.,,44.32,16.73%,2226475
Director,Johnny F. Coleman,2018,American Bancshares Corp.,,44.32,16.73%,2226475
Director,Johnny F. Coleman,2018,American Bancshares Corp.,,44.32,16.73%,2226475
Secretary & Director,J. Steve Daniels,2018,American Bancshares Corp.,,42.00,15.85%,2226475
Director,Kenneth Copeland,2018,American Bancshares Corp.,,22.06,8.33%,2226475
Director,Johnny F. Coleman,2019,AMERICAN BANCSHARES CORP.,,47.32,17.73%,
Director,Johnny F. Coleman,2019,AMERICAN BANCSHARES CORP.,,47.32,17.73%,
Director,Johnny F. Coleman,2019,AMERICAN BANCSHARES CORP.,,47.32,17.73%,
Director,Johnny F. Coleman,2019,AMERICAN BANCSHARES CORP.,,47.32,17.73%,
Secretary & Director,J. Steve Daniels,2019,AMERICAN BANCSHARES CORP.,,43.00,16.11%,
Director,Kenneth Copeland,2019,AMERICAN BANCSHARES CORP.,,24.06,9.01%,
Director,William Smead,2014,"American Patriot Financial Group,Inc.",common stock,135166,5.66%,
Director,William Smead,2015,"American Patriot Financial Group,Inc.",common stock,135166,5.66%,
Director and President,Virginia L. Martin,2022,"ANB Holdings,Inc",,,,
Director,John S. Martin,2022,"ANB Holdings,Inc",,,,
Principal shareholder,Leslie Hull,2015,Andrew Johnson Bancshares,,64109,16.92%,1083185
Principal shareholder,Brandon Hull,2015,Andrew Johnson Bancshares,,98247,25.93%,1083185
Principal shareholder,Leslie Hull,2016,Andrew Johnson Bankshares,,64109,16.92%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Leslie Hull,2016,Andrew Johnson Bankshares,,64109,16.92%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Brandon Hull,2016,Andrew Johnson Bankshares,,98247,25.93%,1083185
Principal shareholder,Leslie Hull,2018,"Andrew Johnson Bancshares,Inc.",,55524,14.69%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Brandon Hull,2018,"Andrew Johnson Bancshares,Inc.",,106832,28.26%,
Principal shareholder,Leslie Hull,2019,Andrew Johnson Bancshares,,55524,14.69%,
Principal shareholder,Leslie Hull,2019,Andrew Johnson Bancshares,,64294,17.18%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
Principal shareholder,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Director,Leslie Hull,2019,Andrew Johnson Bancshares,,55524,14.69%,
Director,Leslie Hull,2019,Andrew Johnson Bancshares,,64294,17.18%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,106832,28.26%,
,Brandon Hull,2019,Andrew Johnson Bancshares,,115602,30.89%,
Director,Christopher Marsh,2023,"Andrew Johnson Bancshares,Inc.",,37896,10.23%,
Director,Christopher Marsh,2023,"Andrew Johnson Bancshares,Inc.",,37896,10.23%,
Director,Christopher Marsh,2023,"Andrew Johnson Bancshares,Inc.",,37896,10.23%,
Director,Christopher Marsh,2023,"Andrew Johnson Bancshares,Inc.",,37896,10.23%,
Director,Christopher Marsh,2023,"Andrew Johnson Bancshares,Inc.",,37896,10.23%,
Director,Christopher Marsh,2023,"Andrew Johnson Bancshares,Inc.",,37896,10.23%,
Director,Christopher Marsh,2023,"Andrew Johnson Bancshares,Inc.",,37896,10.23%,
Director,Leslie Hull,2023,"Andrew Johnson Bancshares,Inc.",,55524,14.98%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Principal shareholder,Brandon Hull,2023,"Andrew Johnson Bancshares,Inc.",,124372,33.57%,
Director,Nicholas Di Tempora,2017,"Apollo Bancshares,Inc.",Shares,202500,5.33%,
Director,Nicholas Di Tempora,2017,"Apollo Bancshares,Inc.",Options,13649,5.33%,
"Director,President & CEO",Jeffrey L. Cunningham,2015,Athens Bancshares Corporation,,105262,5.65%,
"Director,President & CEO",Jeffrey L. Cunningham,2015,Athens Bancshares Corporation,,105262,5.65%,
Treasurer and CFO,Michael R. Hutsell,2015,Athens Bancshares Corporation,,107967,5.80%,
,"Jay Leggett,Jr.",2015,Athens Bancshares Corporation,,97812,5.35%,
Chairman and Director,Jeffrey L. Cunningham,2016,Athens Federal Community Bank,Common Stock Options,107952,5.87%,4101437
Director,Jeffrey L. Cunningham,2016,Athens Federal Community Bank,Common Stock Options,107952,5.87%,4101437
Director,Jeffrey L. Cunningham,2016,Athens Federal Community Bank,Common Stock Options,107952,5.87%,4101437
Treasurer and CFO,Michael R. Hutsell,2016,Athens Federal Community Bank,Common Stock Options,108829,5.92%,4101437
President,Michael R. Hutsell,2016,Athens Federal Community Bank,Common Stock Options,108829,5.92%,4101437
Director,Michael R. Hutsell,2016,Athens Federal Community Bank,Common Stock Options,108829,5.92%,4101437
Director,Michael R. Hutsell,2016,Athens Federal Community Bank,Common Stock Options,108829,5.92%,4101437
,"Jay Leggett,Jr.",2016,Athens Federal Community Bank,Common Stock Options,103539,5.74%,4101437
Treasurer and CFO,Michael R. Hutsell,2017,Athens Federal Community Bank,Common Stock Options,109949,5.9%,807272
Treasurer and CFO,Michael R. Hutsell,2017,Athens Federal Community Bank,Common Stock Options,109949,5.9%,807272
,"Jay Leggett,Jr.",2017,Athens Federal Community Bank,,99246,5.5%,807272
,"T. Rowe Price Associates,Inc.",2019,"Atlantic Capital Bancshares,Inc.",Common Stock,3045698,13.7%,
,"T. Rowe Price Associates,Inc.",2019,FB Financial Corporation,Common Stock,3954898,12.7%,
,"T. Rowe Price Associates,Inc.",2019,"THE FIRST BANCSHARES,INC.",,2163152,11.50%,
,"T. Rowe Price Associates,Inc.",2019,"Pinnacle Financial Partners,Inc.",,4553613,5.96%,
,"T. Rowe Price Associates,Inc.",2019,Seacoast Banking Corporation of Florida,,4556598,8.8%,
,"RMB Capital Holdings,LLC",2019,FB Financial Corporation,Common Stock,1693543,5.46%,
,"RMB Capital Holdings,LLC",2019,Investar Holding Corporation,Common Stock,379407,3.4%,
,"BlackRock,Inc.",2019,"Atlantic Capital Bancshares,Inc.",Common Stock,1705904,7.8%,
,"BlackRock,Inc.",2019,"THE FIRST BANCSHARES,INC.",,1268801,6.73%,
,"BlackRock,Inc.",2019,"Pinnacle Financial Partners,Inc.",,6828850,8.94%,
,"BlackRock,Inc.",2019,"Raymond James Financial,Inc.",Common Stock,926981,5-7%,
,"BlackRock,Inc.",2019,"ServisFirst Bancshares,Inc.",Common Stock,7145742,13.3%,
,"BlackRock,Inc.",2019,Synovus Financial Corp.,Synovus Common Stock,15061016,10.2%,
,The Vanguard Group,2019,Ameris Bancorp,Common Stock,6853063,9.86%,
,The Vanguard Group,2019,"Atlantic Capital Bancshares,Inc.",Common Stock,1142726,5.22%,
,The Vanguard Group,2019,Seacoast Banking Corporation of Florida,,3154072,6.1%,
,The Vanguard Group,2019,"ServisFirst Bancshares,Inc.",Common Stock,4828710,9.01%,
,"T. Rowe Price Associates,Inc.",2021,"Atlantic Capital Bancshares,Inc.",Common Stock,2668681,13.1%,
,"T. Rowe Price Associates,Inc.",2021,"Pinnacle Financial Partners,Inc.",,5142843,6.74%,
,"T. Rowe Price Associates,Inc.",2021,Professional Holding Corp.,Voting Common Stock,1790774,13.3%,
,"T. Rowe Price Associates,Inc.",2021,Seacoast Banking Corporation of Florida,,4581082,7.8%,
,"T. Rowe Price Associates,Inc.",2021,"SouthState Bank,N.A.",outstanding common stock,2995073,4.2%,
,"T. Rowe Price Associates,Inc.",2021,"The First Bancshares,Inc.",,2599143,12.69%,
,The Vanguard Group,2021,Ameris Bancorp,Common Stock,7166213,10.29%,
,The Vanguard Group,2021,Seacoast Banking Corporation of Florida,,3619289,6.2%,
,The Vanguard Group,2021,"ServisFirst Bancshares,Inc.",Common Stock,5191699,9.6%,
,The Vanguard Group,2021,"SouthState Bank,N.A.",outstanding common stock,6800057,9.81%,
,The Vanguard Group,2021,"The First Bancshares,Inc.",,1067580,5.21%,
,The Vanguard Group,2021,Trustmark Corporation,common stock,6290864,10.2%,
,"Dimensional Fund Advisors,L.P.",2021,"Atlantic Capital Bancshares,Inc.",Common Stock,1057732,5.2%,
Board Member,Bhanu Choudhrie,2015,Atlantic Coast Financial Corporation,,1409077,9.09%,3840029
Executive Director,Bhanu Choudhrie,2016,Atlantic Coast Financial Corporation,,1409077,9.06%,3840029
"Executive Director,Board Member",Bhanu Choudhrie,2017,Atlantic Coast Bank,,1413877,9.09%,
"Chairman,Director of AuburnBank","E.L. Spencer,Jr.",2015,"Auburn National Bancorporation,Inc.",,721455,19.80%,1129533
"Chairman,Director of AuburnBank","E.L. Spencer,Jr.",2015,"Auburn National Bancorporation,Inc.",,721455,19.80%,1129533
"Chairman,Director of AuburnBank","E.L. Spencer,Jr.",2015,"Auburn National Bancorporation,Inc.",,721455,19.80%,1129533
"Chairman,Director of AuburnBank","E.L. Spencer,Jr.",2016,"Auburn National Bancorporation,Inc.",,729516,20.02%,
"Chairman,Director of AuburnBank","E.L. Spencer,Jr.",2016,"Auburn National Bancorporation,Inc.",,729516,20.02%,
"Chairman,Director of AuburnBank","E.L. Spencer,Jr.",2016,"Auburn National Bancorporation,Inc.",,729516,20.02%,
Director,"E.L. Spencer,Jr.",2017,"Auburn National Bancorporation,Inc.",,744316,20.43%,1129533
Director,"E.L. Spencer,Jr.",2017,"Auburn National Bancorporation,Inc.",,744316,20.43%,1129533
Director,"E.L. Spencer,Jr.",2017,"Auburn National Bancorporation,Inc.",,744316,20.43%,1129533
Director,David Ingram,2015,"Avenue Financial Holdings,Inc.",Common Stock,"529,845",5.14%,
Director,David Ingram,2015,"Avenue Financial Holdings,Inc.",Common Stock,"529,845",5.14%,
Director & Chairman,"Frank Hanna,Jr.",2021,"Axiom Bancshares,Inc",Common Stock,2000000,100.00%,
Shareholder,Lisa H. Sherrill,2022,"AXIOM BANCSHARES,INC",Common Stock,667.000,33.35%,
Shareholder,Frank J. Hanna III,2022,"AXIOM BANCSHARES,INC",Common Stock,667.000,33.35%,
Director and President,Ross J. Breunig,2023,"Axiom Bancshares,Inc.",,,7.43%,
Director & Chairman,"Frank Hanna,Jr.",2017,"Axiom Bancshares,Inc.",Common Stock,2000,100.00%,
Director & Chairman,"Frank Hanna,Jr.",2018,"Axiom Bancshares,Inc.",Common Stock,2000.000,100.00%,
Director & Chairman,"Frank Hanna,Jr.",2019,"Axiom Bancshares,Inc.",Common Stock,2000.000,100.00%,
Director & Chairman,"Frank Hanna,Jr.",2014,"Axiom Bancshares,Inc",Common Stock,2000.000,100.00%,
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Chairman of the Board of Directors,Donald V. Watkins,2014,"Alamerica BancCorp,Inc.",common,473089,47.31%,3647583
Director President/CEO,Lawrence R. Tate,2014,"Alamerica BancCorp,Inc.",common,178828,17.88%,3647583
Shareholder,Clarissa B. Harms,2014,"Alamerica BancCorp,Inc.",common,114735,11.47%,3647583
Director,Kenneth L. Thomas,2014,"Alamerica BancCorp,Inc.",common,120596,12.06%,3647583
Principal shareholder,Leslie Hull,2014,Andrew Johnson Bank,,72209,19.07%,
Principal shareholder,Brandon Hull,2014,Andrew Johnson Bank,,90147,23.8%,
Board Member,Bhanu Choudhrie,2014,Atlantic Coast Financial Corporation,,1409077,9.09%,3840029
Director,E. Terril Scott,2017,"Bainbridge Bancshares,Inc.",,,5.918%,
"Director,Director of First National Bank",Greg Calhoun,2018,"Bainbridge Bancshares,Inc.",,56875,5.984%,3232361
"Director,Director of First National Bank",Greg Calhoun,2018,"Bainbridge Bancshares,Inc.",,56875,5.984%,3232361
"Director,Director of First National Bank",Greg Calhoun,2018,"Bainbridge Bancshares,Inc.",,56875,5.984%,3232361
"Director,Director of First National Bank",Greg Calhoun,2018,"Bainbridge Bancshares,Inc.",,56875,5.984%,3232361
