Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
First Port City Bank,Director,Raymond B. Thompson,,Thompson Family Farms,2021,Business Owner,262237
First Port City Bank,Director,Raymond B. Thompson,,AAA Aviation,2021,Business Owner,262237
First Port City Bank,Director,Raymond B. Thompson,,Thompson Family Transport,2021,Business Owner,262237
Primary Bancshares Corporation,Director,McKinley Wilbourn,Director,"Mack II,Inc",2021,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,"SCC Atlanta,Inc",2021,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,"SCC Construction,Inc",2021,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,SFR Properties LLC,2021,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,MAS LLC,2021,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,Right Smile Center LLC,2021,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,Mark A Scheinfeld LLC,2021,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,"M2Z2,LLC",2021,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Tunica Properties,2021,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,"4639,LLC",2021,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,1705 LLC,2021,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Evergreen Properties,2021,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Evergreen East,2021,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Evergreen Boat Rock LLC,2021,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,M2Z2 COM Inc,2021,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,GA Commercial Stores,2021,,
Primary Bancshares Corporation,Director,Michael Miller,Director,Nationwide Investments LLC,2021,,
Primary Bancshares Corporation,Director,Michael Miller,Director,Miller Management Inc,2021,,
Primary Bancshares Corporation,Director,Michael Miller,Director,2000 Satellite Partnership,2021,,
Primary Bancshares Corporation,Director & Chairman,H Boyd Pettit III,Director & Chairman,"H Boyd Pettit III,PC",2021,,
Primary Bancshares Corporation,Director & Chairman,H Boyd Pettit III,Director & Chairman,Georgia Link Public Affairs Group,2021,,
Primary Bancshares Corporation,Director,Charles Asensio,Director,Snapfinger Plaza,2021,,
Primary Bancshares Corporation,Director,Charles Asensio,Director,Alexandria Ventures,2021,,
Primary Bancshares Corporation,Director,Elmer Smith,Director,Interactive Learning Systems Inc,2021,,
Primary Bancshares Corporation,Director,David R Coxon,President & Chief Executive Officer,Sole Member LLC - 5303 New Peachtree Road & Zackmax Enterprises LLC,2021,,
Primary Bancshares Corporation,Chief Financial Officer,Jane Skelton,SR Executive VP & Chief Financial Officer,,2021,,
Primary Bancshares Corporation,Vice President,James LeBow,SR Executive VP & Chief Credit Officer,Pine Ridge Investments Limited Partnership,2021,,
Primary Bancshares Corporation,Vice President,James LeBow,SR Executive VP & Chief Credit Officer,"Beaslebow,LLC",2021,,
Primary Bancshares Corporation,Director,McKinley Wilbourn,Director,"Mack II,Inc",2022,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,"SCC Atlanta,Inc",2022,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,"SCC Construction,Inc",2022,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,SFR Properties LLC,2022,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,MAS LLC,2022,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,Right Smile Center LLC,2022,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,Mark A Scheinfeld LLC,2022,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,"M2Z2,LLC",2022,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Tunica Properties,2022,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,"4639,LLC",2022,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,1705 LLC,2022,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Evergreen Properties,2022,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Evergreen East,2022,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Evergreen Boat Rock LLC,2022,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,M2Z2 COM Inc,2022,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,GA Commercial Stores,2022,,
Primary Bancshares Corporation,Director,Michael Miller,Director,Nationwide Investments LLC,2022,,
Primary Bancshares Corporation,Director,Michael Miller,Director,Miller Management Inc,2022,,
Primary Bancshares Corporation,Director,Michael Miller,Director,2000 Satellite Partnership,2022,,
Primary Bancshares Corporation,Director & Chairman,H Boyd Pettit III,Director & Chairman,"H Boyd Pettit III,PC",2022,,
Primary Bancshares Corporation,Director & Chairman,H Boyd Pettit III,Director & Chairman,Georgia Link Public Affairs Group,2022,,
Primary Bancshares Corporation,Director,Charles Asensio,Director,Snapfinger Plaza,2022,,
Primary Bancshares Corporation,Director,Charles Asensio,Director,Alexandria Ventures,2022,,
Primary Bancshares Corporation,Director,Elmer Smith,Director,Interactive Learning Systems Inc,2022,,
Primary Bancshares Corporation,Director,Elmer Smith,Director,5303 New Peachtree Road & Zackmax Enterprises LLC,2022,,
Primary Bancshares Corporation,Director & President,David R Coxon,"Director,President & Chief Executive Officer",,2022,,
Primary Bancshares Corporation,Chief Financial Officer,Jane Skelton,SR Executive VP & Chief Financial Officer,,2022,,
Primary Bancshares Corporation,Vice President,James LeBow,SR Executive VP & Chief Credit Officer,Pine Ridge Investments Limited Partnership,2022,,
Primary Bancshares Corporation,Vice President,James LeBow,SR Executive VP & Chief Credit Officer,"Beaslebow,LLC",2022,,
Primary Bancshares Corporation,Director,McKinley Wilbourn,Director,"Mack II,Inc",2023,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,"SCC Atlanta,Inc",2023,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,"SCC Construction,Inc",2023,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,SFR Properties LLC,2023,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,MAS LLC,2023,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,Right Smile Center LLC,2023,,
Primary Bancshares Corporation,Director,Mark Scheinfeld,Director,Mark A Scheinfeld LLC,2023,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,"M2Z2,LLC",2023,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Tunica Properties,2023,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,"4639,LLC",2023,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,1705 LLC,2023,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Evergreen Properties,2023,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Evergreen East,2023,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,Evergreen Boat Rock LLC,2023,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,M2Z2 COM Inc,2023,,
Primary Bancshares Corporation,Director,Ramzan Karimi,Director,GA Commercial Stores,2023,,
Primary Bancshares Corporation,Director,Michael Miller,Director,Nationwide Investments LLC,2023,,
Primary Bancshares Corporation,Director,Michael Miller,Director,Miller Management Inc,2023,,
Primary Bancshares Corporation,Director,Michael Miller,Director,2000 Satellite Partnership,2023,,
Primary Bancshares Corporation,Director & Chairman,H Boyd Pettit III,Director & Chairman,"H Boyd Pettit III,PC",2023,,
Primary Bancshares Corporation,Director & Chairman,H Boyd Pettit III,Director & Chairman,Georgia Link Public Affairs Group,2023,,
Primary Bancshares Corporation,Director,Charles Asensio,Director,Snapfinger Plaza,2023,,
Primary Bancshares Corporation,Director,Charles Asensio,Director,Alexandria Ventures,2023,,
Primary Bancshares Corporation,Director,Elmer Smith,Director,Interactive Learning Systems Inc,2023,,
Primary Bancshares Corporation,Director,Elmer Smith,Director,Sole Member LLC - 5303 New Peachtree Road,2023,,
Primary Bancshares Corporation,Director,Elmer Smith,Director,Zackmax Enterprises LLC,2023,,
Primary Bancshares Corporation,Director & President,David R Coxon,"Director,President & Chief Executive Officer",,2023,,
Primary Bancshares Corporation,Chief Financial Officer,Jane Skelton,SR Executive VP & Chief Financial Officer,,2023,,
Primary Bancshares Corporation,Vice President,James LeBow,SR Executive VP & Chief Credit Officer,Pine Ridge Investments Limited Partnership,2023,,
Primary Bancshares Corporation,Vice President,James LeBow,SR Executive VP & Chief Credit Officer,"Beaslebow,LLC",2023,,
"PrimeSouth Bancshares,Inc.","Director,CEO","David W. Baggett,Jr.",Director & CEO,PrimeSouth Bank,2015,Banker,209830
"PrimeSouth Bancshares,Inc.","Director,Secretary",Lee S. Greer,"Director,Secretary",PrimeSouth Bank,2015,CFO/Hospital,209830
"PrimeSouth Bancshares,Inc.",,Warren Eugene Lawrence,Owner,SuperFoods,2015,Business Owner Grocery Stores,209830
"PrimeSouth Bancshares,Inc.",,Jimmy A. Monk,President,PrimeSouth Bank,2015,Banker,209830
"PrimeSouth Bancshares,Inc.",Director,Ricky J. Stough,Director,PrimeSouth Bank,2015,,209830
"PrimeSouth Bancshares,Inc.",,Jodi W. Turner,CFO/COO,PrimeSouth Bank,2015,Banker,209830
"PrimeSouth Bancshares,Inc.",,Bradley K. Peters,"EVP,Senior Lender",PrimeSouth Bank,2015,Banker,209830
"PrimeSouth Bancshares,Inc.",Director,Scott Swicord,Director,PrimeSouth Bank,2015,Contractor,209830
"PrimeSouth Bancshares,Inc.","Director,CEO","David W. Baggett,Jr.",Director & CEO,PrimeSouth Bank,2016,Banker,
"PrimeSouth Bancshares,Inc.","Director,Secretary",Lee S. Greer,"Director,Secretary",PrimeSouth Bank,2016,CFO/Hospital,
"PrimeSouth Bancshares,Inc.",,Warren Eugene Lawrence,Owner,SuperFoods,2016,Business Owner Grocery Stores,
"PrimeSouth Bancshares,Inc.",,Jimmy A. Monk,President,PrimeSouth Bank,2016,Banker,
"PrimeSouth Bancshares,Inc.",,Jodi W. Turner,CFO/COO,PrimeSouth Bank,2016,Banker,
"PrimeSouth Bancshares,Inc.",,Bradley K. Peters,"EVP,Senior Lender",PrimeSouth Bank,2016,Banker,
"PrimeSouth Bancshares,Inc.",,Scott Swicord,Director,PrimeSouth Bank,2016,Contractor,
"PrimeSouth Bancshares,Inc.",,Robert L Pike,No title - Principal Shareholder Only,,2016,Trucking Company,
"PrimeSouth Bancshares,Inc.",,RLP 2012 Children's Trust,No title - Principal Shareholder Only,,2016,Trust,
"PrimeSouth Bancshares,Inc.","Director,CEO","David W. Baggett,Jr.",Director & CEO,PrimeSouth Bank,2017,Banker,2858867
"PrimeSouth Bancshares,Inc.","Director,Secretary",Lee S. Greer,"Director,Secretary",PrimeSouth Bank,2017,CFO/Hospital,2858867
"PrimeSouth Bancshares,Inc.",,Warren Eugene Lawrence,Director,PrimeSouth Bank,2017,Business Owner Grocery Stores,2858867
"PrimeSouth Bancshares,Inc.",,Jimmy A. Monk,President,PrimeSouth Bank,2017,Banker,2858867
"PrimeSouth Bancshares,Inc.",CFO,Jodi W. Turner,CFO/COO,PrimeSouth Bank,2017,Banker,2858867
"PrimeSouth Bancshares,Inc.",,Bradley K. Peters,"EVP,Senior Lender",PrimeSouth Bank,2017,Banker,2858867
"PrimeSouth Bancshares,Inc.",Director,Scott Swicord,Director,PrimeSouth Bank,2017,Contractor,2858867
"PrimeSouth Bancshares,Inc.",,Robert L Pike,No title - Principal Shareholder Only,,2017,Trucking Company,2858867
"PrimeSouth Bancshares,Inc.",,RLP 2012 Children's Trust,No title - Principal Shareholder Only,,2017,Trust,2858867
PrimeSouth Bank,"Director,CEO","David W. Baggett,Jr.",Director & CEO,PrimeSouth Bank,2018,Banker,209830
PrimeSouth Bank,"Director,Secretary",Lee S. Greer,"Director,Secretary",PrimeSouth Bank,2018,CFO/Hospital,209830
PrimeSouth Bank,,Warren Eugene Lawrence,Director,PrimeSouth Bank,2018,Business Owner Grocery Stores,209830
PrimeSouth Bank,CFO,Jodi W. Turner,CFO/COO,PrimeSouth Bank,2018,Banker,209830
PrimeSouth Bank,,Bradley K. Peters,"EVP,Senior Lender",PrimeSouth Bank,2018,Banker,209830
PrimeSouth Bank,,Scott Swicord,Director,PrimeSouth Bank,2018,Contractor,209830
PrimeSouth Bank,,Robert L Pike,No title - Principal Shareholder Only,,2018,Trucking Company,209830
PrimeSouth Bank,,RLP 2012 Children's Trust,No title - Principal Shareholder Only,,2018,Trust,209830
Prime Meridian Holding Company,Director,William D. Crona,Retired,,2015,Certified Public Accountant,
Prime Meridian Holding Company,"CEO/President,Director","Sammie D. Dixon,Jr.",,,2015,,
Prime Meridian Holding Company,Director,Steven L. Evans,Retired,,2015,Retired Business Executive (IBM),
Prime Meridian Holding Company,"CFO,Director",R. Randy Guemple,Retired,,2015,Certified Public Accountant,
Prime Meridian Holding Company,"Sr. Lender,Director","Chris L. Jensen,Jr.",,,2015,,
Prime Meridian Holding Company,Director,Kathleen C. Jones,,,2015,,
Prime Meridian Holding Company,Director,Robert H. Kirby,Partner,"Rehab Technologies,LLC",2015,"Rehab Technologies,LLC",
Prime Meridian Holding Company,Director,Frank L. Langston,Principal,NAI TALCOR,2015,TALCOR,
Prime Meridian Holding Company,Director,"Todd A. Patterson,D.O.",Owner,"Magnolia Pediatric Group,LLC",2015,Physician,
Prime Meridian Holding Company,Partner & Chief Operating Officer,"L. Collins Proctor,Sr.",,"kW Control-Holdings,LLC",2015,,
Prime Meridian Holding Company,Director,"Garrison A. Rolle,M.D.",Surgeon,Tallahassee Orthopedic Clinic,2015,Tallahassee Orthopedic Clinic,
Prime Meridian Holding Company,Director,Steven D. Smith,Owner,Krispy Kreme Franchises,2015,Krispy Kreme Franchises,
Prime Meridian Holding Company,Director,Marjorie R. Turnbull,,,2015,Educational Consultant,
Prime Meridian Holding Company,"Director,Chairman",Richard A. Weidner,Executive Committee,"Carr,Riggs & Ingram","LLC,2015",Certified Public Accountant,
Prime Meridian Holding Company,Director,William D. Crona,Director,"ProActive,Inc",2016,Certified Public Accountant,4167974
Prime Meridian Holding Company,"CEO/President,Director","Sammie D. Dixon,Jr.",,,2016,,4167974
Prime Meridian Holding Company,Director,Steven L. Evans,,,2016,Retired Business Executive (IBM),4167974
Prime Meridian Holding Company,"CFO,Director",R. Randy Guemple,,,2016,Certified Public Accountant,4167974
Prime Meridian Holding Company,"Sr. Lender,Director","Chris L. Jensen,Jr.",,,2016,,4167974
Prime Meridian Holding Company,Director,Kathleen C. Jones,,,2016,,4167974
Prime Meridian Holding Company,Director,Robert H. Kirby,Partner,"Rehab Technologies,LLC",2016,"Rehab Technologies,LLC",4167974
Prime Meridian Holding Company,Director,Robert H. Kirby,Partner,Southern Fidelity Mtg Group,2016,"Rehab Technologies,LLC",4167974
Prime Meridian Holding Company,Director,Robert H. Kirby,Partner,"Huxford Properties,LP",2016,"Rehab Technologies,LLC",4167974
Prime Meridian Holding Company,Director,Robert H. Kirby,Partner,"RHK Management,LLC",2016,"Rehab Technologies,LLC",4167974
Prime Meridian Holding Company,Director,Robert H. Kirby,Partner,"KRKK,LLC",2016,"Rehab Technologies,LLC",4167974
Prime Meridian Holding Company,Director,Frank L. Langston,Principal,ΝΑΙ Talcor,2016,TALCOR,4167974
Prime Meridian Holding Company,Director,Frank L. Langston,Principal,"Frank Langston,P.A.",2016,TALCOR,4167974
Prime Meridian Holding Company,Director,Frank L. Langston,Principal,"Call Street,LLC",2016,TALCOR,4167974
Prime Meridian Holding Company,Director,Frank L. Langston,Principal,"Talcor Holdings,Inc.",2016,TALCOR,4167974
Prime Meridian Holding Company,Director,Frank L. Langston,Principal,"Talcor Tennessee Square,LLC",2016,TALCOR,4167974
Prime Meridian Holding Company,Director,Frank L. Langston,Principal,"Talcor Betton Place,LLC",2016,TALCOR,4167974
Prime Meridian Holding Company,Director,Frank L. Langston,Principal,"Talcor Properties,LLC",2016,TALCOR,4167974
Prime Meridian Holding Company,Director,Frank L. Langston,Principal,"Eastside Commerce Center,LLC",2016,TALCOR,4167974
Prime Meridian Holding Company,Director,Frank L. Langston,Principal,"Talcor Edgewood Villas,LLC",2016,TALCOR,4167974
Prime Meridian Holding Company,Director,Frank L. Langston,Principal,"Talcor Urban Housing,LLC",2016,TALCOR,4167974
Prime Meridian Holding Company,Director,"Todd A. Patterson,D.O.",Owner,"Magnolia Pediatric Group,LLC",2016,Physician,4167974
Prime Meridian Holding Company,Director,"L. Collins Proctor,Sr.",Partner,"kW Control-Holdings,LLC",2016,Partner & Chief Operating Officer,4167974
Prime Meridian Holding Company,Director,"Garrison A. Rolle,M.D.",Surgeon,Tallahassee Orthopedic Clinic,2016,Tallahassee Orthopedic Clinic,4167974
Prime Meridian Holding Company,Director,Steven D. Smith,Owner,Krispy Kreme Franchises,2016,Krispy Kreme Franchises,4167974
Prime Meridian Holding Company,Director,Marjorie R. Turnbull,,,2016,Educational Consultant,4167974
